,class,mfcc,image
507,dog,"[-173.08553     145.94565     -16.380732      9.301378      2.7051322
   17.371218     14.990525     12.444512     -1.850296      3.5016532
   -1.5161672    10.062365      4.095397      4.259883     -7.3871303
   -1.9759601    -4.6868067     0.90442586   -1.8754498     5.988664
   -3.7900338     2.7690258    -2.7026289     2.5145514     0.41189402
    3.4507623    -0.6941119     2.3025389    -1.0946163     4.6863537
    0.19621949    3.6065903    -1.6273233     2.960746     -2.044137
    2.923464     -0.8917271     2.4517505    -2.7666397     2.1815476 ]",n02088466_2934.jpg
508,car,"[-7.3941017e+01  1.4612164e+02 -3.8571091e+00  3.9990555e+01
  8.2814560e+00  6.8120770e+00 -9.5674171e+00  1.0879165e+01
  4.6385322e+00  3.8847810e-01 -2.9019527e+00  1.2597144e+01
 -4.4571069e-01  5.4312706e+00 -2.1552744e+00  3.4052064e+00
 -2.4903669e+00  6.5183015e+00  1.8871630e+00  3.0266588e+00
 -4.4552264e+00  4.2496529e+00 -1.0000414e+00  5.8386722e+00
 -1.5237037e+00  7.5705304e+00 -1.3866546e+00  2.6806383e+00
 -1.4856933e+00 -4.1432476e-01 -2.4733148e+00 -6.7183197e-01
 -5.0872645e+00  4.0570292e+00  3.8242493e-02  3.1052239e+00
 -1.2055955e+00 -3.5076186e-01 -3.5250146e+00 -7.8930074e-01]",train_00844.jpg
509,bird,"[-5.3273016e+02  1.9826891e+01  1.8060881e+01  5.3132023e+01
 -2.5594524e+01  2.3410826e+01  4.0493708e+00 -5.2866602e+00
 -3.8718286e+00 -2.8247244e+00 -8.7880907e+00 -5.4353771e+00
 -7.5062852e+00 -8.6122417e-01 -3.7436821e+00  1.5037557e+00
 -5.1783295e+00  4.2531295e+00 -6.0437608e+00  4.1212268e+00
  1.0452220e+00 -3.4167917e+00  2.2089336e+00  4.1034031e-01
 -2.7565031e+00  3.5548255e+00 -5.7818031e+00  6.8970642e+00
 -3.3770144e+00  2.6594405e+00  2.8329411e-01 -2.7855542e+00
 -8.2978696e-02 -1.0619134e+00 -3.1731241e+00 -5.9462440e-01
 -1.8406554e+00  2.5080917e+00 -3.2958734e+00  1.0984935e+00]",0653.jpg
510,car,"[-3.6873090e+02  1.6267407e+02 -7.1083790e-01  3.9589565e+01
  2.7672113e+01  2.4784945e+01  7.9629483e+00  1.0384017e+01
  5.0277705e+00  1.9889366e+01  1.7299562e+01  3.5659277e+00
 -8.0176077e+00 -2.1606987e+00  8.9433832e+00  1.0602238e+01
 -6.1403828e+00 -8.4684000e+00  6.3936586e+00  1.8792450e+01
  5.6560345e+00 -8.2987566e+00 -2.9126761e+00  7.3461490e+00
  2.0503061e+00  4.6784420e+00  7.5689030e+00  1.8555999e+00
  4.3201275e+00  1.5448623e+01  6.6518581e-01 -1.1983578e+01
 -4.2111368e+00  6.3587861e+00  5.4416037e+00  4.0103335e+00
 -3.0211774e-01  7.0385423e+00  1.0574917e+01 -1.7880191e+00]",train_00606.jpg
511,car,"[ 5.3064743e+01  1.0882691e+02 -1.6927410e+01  5.3673386e+01
 -2.8499846e+01  1.9316730e+01 -3.7413185e+01  7.1474366e+00
 -2.4018322e+01 -7.2312851e+00  7.1458454e+00 -1.1283078e+01
  2.5900731e+00  4.6685238e+00 -4.2316241e+00 -5.5574045e+00
  7.6310377e+00  7.8584808e-01 -5.9500318e+00 -5.3668594e-01
 -9.0669179e-01  3.2472312e+00 -5.8032417e+00  4.0910025e+00
 -7.6650190e+00  2.8449550e+00 -4.7581081e+00 -5.9690595e-01
 -3.7517204e+00  3.5478823e+00 -6.1532288e+00 -1.9952582e+00
 -4.4450788e+00  4.8421831e+00  1.1264075e-02  6.5230709e-01
  4.1140194e+00  1.8532907e+00  1.5562789e+00 -2.4262244e-02]",train_00816.jpg
512,dog,"[-3.02731445e+02  1.57739914e+02 -1.01313995e+02 -8.12202835e+01
 -2.30178509e+01 -4.30376167e+01 -5.12782593e+01 -3.01793022e+01
 -1.46537075e+01 -1.64817753e+01 -1.29870110e+01 -1.00230865e+01
 -1.54456472e+01 -4.89524126e+00  1.23670006e+01  1.63385506e+01
  1.52890720e+01  9.65793610e+00 -2.86242366e+00 -1.05857830e+01
  2.94010371e-01  1.85465832e+01  1.51613703e+01  1.97247708e+00
  7.63383448e-01 -8.33249271e-01 -3.75295734e+00 -3.44233227e+00
 -6.08310127e+00 -2.63629866e+00  8.51035690e+00  9.41123867e+00
 -1.67982280e-01 -3.62132645e+00 -5.06137848e-01 -6.31719589e-01
 -1.60664141e+00 -8.08922529e-01 -2.00609064e+00 -4.59714127e+00]",n02098105_97.jpg
513,dog,"[-270.6115       58.790524    -14.810038    -36.559097    -49.595654
   52.0818       28.246283     39.668518      3.12185       4.161263
   -9.726606     18.65913       8.656251      6.165953    -12.080963
    3.5628204    -5.692383     11.195107      9.47856      14.182206
    3.5825202     1.0518414    -0.5500887     0.85094357   -2.6494067
    6.3646793    -2.2362845     5.584051      1.2794988     7.066778
    0.47253123    4.6784034    -4.8434963    -0.6951255    -2.8943977
    4.932719      3.3789122     7.12478       0.59075725    3.8016424 ]",n02087394_613.jpg
514,car,"[-247.50835     127.544876    -26.92084      18.287611     -3.7767937
   13.225666      8.185707      9.538091     -3.5293198    11.146433
    4.132983      8.011318     -3.024616      1.0106722    -3.8760269
    5.329995      1.8018714     3.9811409    -4.058915      4.474278
   -3.1502619     1.1452777    -1.5026951    -0.48681346   -6.8637605
    2.641245      0.3525747     1.744255     -4.411795     -2.4115348
   -5.103738      0.25588477   -2.8409083     1.9769918    -1.4222342
    3.2217553    -1.8663361     2.328838     -1.146183      0.77261835]",train_00576.jpg
515,bird,"[-4.0484079e+02  2.1931486e+01  1.0837356e+01  5.8943699e+01
  1.7422033e+01  3.9442764e+01 -2.4403601e+01  1.6835821e+01
  2.3546867e+00  8.1099644e+00  4.7449100e-01  4.6491642e+00
  1.1524386e+01  8.8459272e+00  3.2398043e+00  9.7451258e+00
  4.5141172e+00  1.3170205e+00 -4.0939417e+00  1.6809109e+00
 -4.3033714e+00  2.8392407e-01 -2.0230854e+00  4.5345135e+00
  4.9380258e-01  5.0323911e+00 -1.5380000e+00  5.1383018e+00
 -7.5759012e-01 -1.8211269e+00 -5.8115649e+00  2.9472778e+00
 -5.6388240e+00  8.0365157e-01 -5.8164401e+00  3.3178475e+00
  1.5697445e+00  3.4049337e+00  1.1820638e+00  7.2414675e+00]",0620.jpg
516,car,"[-3.6348425e+02  1.0860892e+02  1.9496906e+01  4.0550194e+01
  4.0174046e+00  1.5310487e+01  2.5464899e+01  2.8959578e+01
  1.3514141e+01  1.4549930e+01  1.6397083e+00  1.4627746e+01
  9.0382442e+00  6.5114269e+00  6.6586547e+00  4.8064189e+00
  2.1457525e-01  2.7728081e+00 -9.1510409e-01  5.7570362e+00
  1.8421936e+00  5.7300296e+00 -1.0500618e+00  9.7956413e-01
 -1.3941712e+00  5.5557556e+00  6.7929540e+00  1.0482067e+01
  5.7871275e+00  3.8885827e+00 -4.2430263e+00 -2.0705502e+00
 -1.8011470e+00  3.9886856e+00  1.3236389e+00  3.0938399e+00
 -2.2939333e-01 -3.1712171e-01 -1.9154474e+00  3.7452438e+00]",train_00767.jpg
517,bird,"[-268.41495      -0.3395332     0.3594041   114.3832      -21.496834
   30.914803     12.539783      5.5589604    -2.1096954    17.1434
   -7.592099      1.5417228     4.8596253     6.8209195    12.446636
    6.5628114     8.8914175     7.670431      2.5629988    11.465527
    4.734733      6.6619916     1.472651     10.291017      3.3177848
    8.385627      2.0973532     8.109018      2.708925      7.8041487
    1.8160976     7.856386     -1.6274775     4.926473      3.9742968
    2.235095      0.95417315    6.012991     -2.469409      5.7114415 ]",0236.jpg
518,bird,"[-3.23384735e+02  2.52365704e+01 -1.85256405e+01  7.21654739e+01
 -1.16381884e+00  1.75180321e+01 -4.16187733e-01  2.90106821e+00
  1.52407131e+01  6.37807608e+00  6.55225515e+00  1.62260532e+01
  4.48726702e+00  1.20155945e+01  5.49040556e+00  1.95853913e+00
  2.29067445e+00  9.96796608e+00 -7.54327345e+00  4.40704155e+00
 -4.66918588e-01  6.91244030e+00  3.16586399e+00 -3.20966601e-01
  1.82389915e+00  4.49507952e+00 -2.01678061e+00  6.49009228e+00
 -6.19437265e+00  2.48755842e-01 -4.33688927e+00  8.25585783e-01
 -1.40208054e+00 -1.08747721e+00 -1.89733553e+00  1.72492647e+00
 -1.65087652e+00  3.74315667e+00 -3.25712299e+00  2.49606156e+00]",0005.jpg
519,bird,"[-3.6758603e+02  4.2802242e+01 -1.4963464e+01  9.7123194e+00
 -1.4581955e+01  8.3098888e+00 -9.2610388e+00  2.6397893e+00
  1.4664054e+00  6.0379624e+00 -2.5625958e+00  3.1927071e+00
 -2.2873428e+00 -1.0112216e-01 -4.4377575e+00  1.1885911e+00
 -2.9636366e+00  8.8117689e-01 -3.5055444e+00  4.3299804e+00
 -2.9206855e+00  1.7412225e+00 -1.7298890e+00  6.6263323e+00
 -5.7419701e+00  1.6460894e+00 -3.6572785e+00  2.1157236e+00
 -1.3855828e+00  1.2353902e+00  1.5616292e+00  1.5573083e+00
 -1.4144626e+00 -1.9307470e-01 -3.9269609e+00  1.3439136e+00
 -1.2196753e+00  1.3847054e+00 -3.6716044e-01  3.2548776e+00]",0642.jpg
520,car,"[-3.2903482e+02  1.4908015e+02 -2.4137196e+01  2.8015923e+01
  1.5775425e+00  2.2525719e+01  1.1301520e+01  1.9166121e+01
  1.2038226e+01  1.3500428e+01  3.3437064e+00  8.8304224e+00
 -4.5497584e+00  4.1148666e-02 -5.5227818e+00  1.8978527e+00
 -3.2399827e-01  3.7577538e+00 -4.3183217e+00 -6.9276118e-01
 -4.4070401e+00 -9.5704609e-01 -5.6745172e+00 -1.7734882e+00
 -9.4864578e+00 -2.8354435e+00 -7.5558772e+00 -1.7920213e+00
 -3.0806215e+00  2.4009655e+00 -4.8281870e+00 -2.1527338e+00
 -5.1622357e+00 -1.9341960e+00 -4.0715833e+00  6.7094308e-01
 -2.7739024e+00  1.6035728e+00  1.9651039e+00  5.3423266e+00]",train_00044.jpg
521,dog,"[-2.6869131e+02  1.5759615e+02 -1.2924952e+01 -3.0873049e+01
 -4.1322983e+01 -2.8653357e+01 -2.9269079e+01 -2.0215769e+01
 -3.9804802e+01 -1.3170694e+01  4.3659825e+00  4.8055263e+00
 -2.2866530e+00  3.7630634e+00  6.2855558e+00 -1.7613732e+00
 -2.5039766e+00  7.8865366e+00 -3.3230925e+00 -8.1790962e+00
 -9.8104086e+00 -7.4190965e+00 -6.6156918e-01 -4.5156404e-01
 -6.8050790e-01  7.6825814e+00 -4.5267091e+00  6.8623054e-01
 -4.1251259e+00 -5.0929098e+00  2.8592010e+00 -4.6739664e+00
 -2.2546766e+00  1.8235669e-01 -4.9732918e-01  4.7341695e+00
  3.1608732e+00 -4.6901622e+00 -3.6474481e+00 -2.6544898e+00]",n02095314_2.jpg
522,dog,"[-3.6100488e+02  8.6491135e+01 -2.1756504e+01 -8.6830606e+00
 -1.2449563e+01 -5.8030868e+00 -1.4880138e+01 -1.0057104e+01
 -8.0899849e+00  3.5828094e+00 -4.8646588e+00 -1.9685655e+00
 -1.2657235e+01 -7.9498229e+00 -1.0058303e+01  2.3371687e+00
 -7.2580099e-01  5.2486401e+00  1.5519968e-01  3.9392104e+00
 -7.4666233e+00 -6.8629398e+00 -1.3840880e+01 -6.4834595e+00
 -8.4992743e+00 -1.1274809e+00 -4.1350904e+00  1.5933264e+00
 -4.4813056e+00 -1.5477550e+00 -3.4741259e+00  2.9744730e+00
  5.7699478e-01  5.4507604e+00  9.8164177e-01  4.6380177e+00
 -2.0299816e-01  8.1891841e-01 -5.6262107e+00 -9.8340708e-01]",n02086079_422.jpg
523,dog,"[-3.7693176e+02  4.3051437e+01 -4.5709980e+01  4.9400646e+01
 -1.8346014e+01  1.2866795e+01  4.8062611e+00  3.3424294e+00
  1.2195911e+01  2.8129623e+00 -4.2345014e+00  2.9811540e+00
  2.4236147e+00  1.1805060e+01  3.9839017e+00  8.8893518e+00
 -4.2004414e+00  4.0696759e+00 -1.1405232e+00  6.9032712e+00
  7.5660768e+00  7.2956390e+00  1.6292076e+00  1.4946189e+00
 -6.6898146e+00  1.1498078e+00 -6.1220732e+00  3.6784103e+00
  1.2328877e+00  1.4372675e+00 -3.5242722e+00  2.1472671e+00
  4.4633138e-01  2.4313498e-01 -1.5298887e-03  4.4797282e+00
 -5.7768669e+00  3.2691193e+00 -1.8137380e+00  1.4266369e+00]",n02095314_261.jpg
524,bird,"[-425.1681      77.49545     19.497766    19.05939      4.287784
   26.701984    13.722573    13.384609     8.642166     8.568306
    2.4688272    7.8489566    5.272917    11.283881     4.7762227
   12.982169     5.4207134    9.81305      1.5871453    4.091329
   -0.5373504    8.256938     4.3145814    6.9797773    1.3915766
    4.062247    -3.3188875    5.905783     1.1131686    4.76609
    0.4327924    1.1304332   -2.0120733    2.9987335   -3.081209
    2.666852    -1.241414     2.498709    -2.2423286    1.8393604]",0753.jpg
525,bird,"[-2.7716672e+02  5.0055397e+01  9.2983437e+00  2.1237089e+01
 -2.0540063e+00 -5.4690185e+00  5.9955034e+00  9.8562460e+00
 -9.4733953e+00  1.2951514e+01 -2.8950841e+00  4.4822574e+00
  1.7356602e+00  7.6960754e+00  2.9605367e+00  8.3436518e+00
 -2.2366931e-01  7.6370578e+00  3.0203411e-01  7.6503754e+00
 -8.2193591e-02  7.5479426e+00 -5.3509301e-01  8.0199718e+00
  1.0869975e+00  2.6707799e+00  2.3912745e+00  4.6550598e+00
 -7.5445339e-02  5.2441845e+00 -8.1160623e-01  1.7920085e+00
  1.0035645e+00  4.6977949e+00 -2.7035053e+00  5.2577434e+00
 -1.7316490e+00  1.7737232e+00 -8.2978612e-01  2.6804285e+00]",0882.jpg
526,bird,"[-4.21958954e+02  1.06627312e+02  1.07685614e+01  6.34984016e+00
  1.05096807e+01  1.04653664e+01  6.18253374e+00  5.62842607e+00
  4.74122667e+00  9.96502304e+00  3.51523733e+00  1.20465937e+01
  8.49961472e+00  1.50199060e+01  9.93956566e+00  1.17532187e+01
  2.64758778e+00  9.17702389e+00  2.19123030e+00  7.10127306e+00
  2.81136870e+00  6.39807844e+00  1.32781208e+00  4.12005138e+00
 -1.58181176e-01  4.23214340e+00 -4.07093406e-01  3.28934765e+00
 -1.08383954e+00  3.11877656e+00 -2.64481139e+00  2.14430630e-01
 -2.81903744e+00  1.78375471e+00 -1.20988822e+00  1.56820905e+00
 -2.49097157e+00  1.97612333e+00 -1.24832176e-01  3.77718186e+00]",0859.jpg
527,car,"[-3.1154581e+02  8.2419624e+01  2.0351824e+01  3.5944145e+01
  2.3294781e+01  1.2040203e+01  1.1969442e+01  1.7278339e+01
  4.4121938e+00  7.4158978e+00 -3.3901374e+00  7.8440247e+00
 -1.6071229e+00  6.0712099e+00  8.7154329e-01  4.8971777e+00
  1.7840668e+00  6.9308548e+00 -1.5928448e+00 -1.5832572e+00
 -8.8148537e+00 -2.8459594e-01 -5.3247814e+00  2.5335464e-01
 -2.5455177e+00  4.8644118e+00  2.0687605e-01  2.5162137e-01
 -3.5857961e+00 -8.5496670e-01 -6.3950472e+00  2.4667658e-02
 -6.2240062e+00  1.9530060e+00  6.5293831e-01  4.1109843e+00
  1.1983384e+00  3.9498229e+00 -6.0366750e-02  3.9817240e+00]",train_00274.jpg
528,bird,"[-4.95878510e+02  2.11347485e+01 -7.84101486e+01 -4.83471642e+01
 -4.94173698e+01  2.60839295e+00  2.68005619e+01  1.68411026e+01
  4.86484337e+00  2.95077384e-01 -4.41972256e+00 -1.01769171e+01
 -3.44549942e+01 -7.81417274e+00 -7.54408836e+00 -4.82857704e+00
  5.96263552e+00  1.16731253e+01  2.83919573e+00  1.33684635e+01
  2.29847717e+00  5.05245066e+00 -4.97794914e+00  2.58111209e-01
  1.98551905e+00  2.86066723e+00 -8.04045439e-01  1.09924402e+01
 -8.44826758e-01  2.72032571e+00  4.22106385e-01 -7.59476066e-01
 -5.99924898e+00 -1.34808195e+00 -4.41614437e+00  2.77315229e-01
 -4.14008617e+00  3.62043905e+00 -1.53994024e+00 -3.23386669e-01]",0226.jpg
529,bird,"[-3.8169388e+02  6.8897354e+01 -4.4589699e+01 -2.0218374e+01
  2.0520477e+00  9.9337463e+00  9.2674322e+00  1.4352586e+00
  2.9887323e+00  8.3379803e+00  1.2741672e+01  4.9364090e+00
  9.7034287e-01  5.6578560e+00  4.5985680e+00  9.3198538e+00
  1.6211171e+00  1.3050772e+00 -3.2412415e+00  8.4372854e+00
  2.9155586e+00  4.8045926e+00 -3.3966866e+00  4.6979780e+00
  1.6405693e+00  7.8705840e+00 -9.0380645e-01  1.7155429e+00
 -3.3712120e+00  4.9522948e+00 -1.7284809e-01  1.3016747e+00
 -4.7444453e+00  2.6647549e+00 -6.0776699e-02  3.3218660e+00
 -3.2155175e+00  1.6801724e+00 -1.8265522e+00  4.1426167e+00]",1051.jpg
530,bird,"[-3.7413876e+02  1.8947788e+01 -3.9984474e+00  3.2113766e+01
 -8.7689323e+00  1.6234886e+01  6.5310683e+00  3.5374632e+00
  5.4301257e+00  1.0960926e+01 -4.4667115e+00  1.0479188e+01
  3.7933224e-01  2.9016206e+00  3.7484488e+00  4.5455437e+00
 -1.2486649e+00  7.1467762e+00 -1.9524401e+00  4.1040130e+00
  9.7501695e-01  2.1940610e+00 -7.3080307e-01  4.5169663e+00
 -2.1180530e+00  3.7612422e+00 -9.7062057e-01  1.8497609e+00
 -1.6285172e+00  1.8166336e+00 -2.7090818e-01  4.3055167e+00
 -1.4693794e+00  2.6371706e+00 -2.1057246e+00  2.2392087e+00
 -1.5075554e+00  1.0703870e+00  6.3814694e-01  3.4977789e+00]",0630.jpg
531,bird,"[-376.45663      33.102856      7.2356496    40.88279      -1.6198982
   22.980705     -3.2411025    25.28947      14.979444      1.6789395
   -0.4629301     5.592535      8.787159     11.982075      2.456723
    8.710384      4.3430905     7.3444347     2.4162278    11.612227
    0.47073725    1.1132238     6.2858567     5.7131505    -3.353809
    5.783505      1.1738937     6.1311345    -3.6300857     8.373698
    0.9859238     3.3506997    -1.9893684     2.4106932    -0.5269796
    3.0582762    -2.5956788     5.3047314    -2.7249062     5.242833  ]",0561.jpg
532,car,"[ 56.055347   108.32231    -20.064682    50.0965     -27.469036
  21.859545   -40.34882      5.185555   -23.151985    -4.199892
   5.578678   -12.182288     3.7833276    4.920604    -3.2060082
  -7.4028516    6.1604314    2.4938304   -6.2985516   -0.40911496
  -1.2275008    2.852381    -5.12269      1.8267174   -9.072012
   3.0440989   -5.7230077    1.3634806   -4.756348     4.0467954
  -5.89464     -0.9881432   -4.2884007    3.7209985    1.4539323
   1.267184     2.056979     0.9290859    0.6624583    1.4641647 ]",train_00794.jpg
533,car,"[-2.3630116e+02  8.0866272e+01  2.8868050e+01  2.1046793e+01
  1.3898698e+01  3.0175749e+01  1.9183838e+01  4.2012627e+01
  1.0792336e+01  1.1238728e+01  1.7752275e+01  1.6138126e+01
 -8.6005259e+00  1.6729490e+01  5.6904483e+00 -6.5819278e+00
 -2.1141945e+01  1.1589765e+01  1.1090986e+00 -1.1837411e+00
 -4.6750698e+00  4.1669960e+00 -7.2468419e+00 -4.5431309e+00
  1.5277527e-01  5.7452049e+00 -5.8253211e-01  6.4369612e+00
 -1.8513087e+00 -1.1336573e+00  3.6266461e-01  7.0720515e+00
 -2.7135904e+00 -5.2754550e+00 -8.6585159e+00 -3.3488958e+00
 -4.5517344e+00  4.2322402e+00 -1.1275048e+00 -3.4049690e+00]",train_00353.jpg
534,car,"[-94.5377      80.21113     -9.486722    14.128952   -14.495947
  10.319135    -7.263119     1.1601111   -3.8220708    4.543959
   1.9826303    9.695194   -12.833602    -0.4180545   -1.9083191
   3.464682    -1.0178812    3.0095482    0.21034184  -0.29631874
   6.034442     4.6812696   -3.5789766    2.118475    -5.7643275
   5.3480735   -9.286848     0.68413234  -3.6281366    7.285756
   4.8785124    2.8479588    1.1306134    1.3201257   -2.399018
   1.4596359   -1.6081538    1.6425986   -2.9937034    2.1807814 ]",train_00339.jpg
535,bird,"[-5.4043384e+02  1.0246812e+01 -1.6594755e+01 -1.4905480e+01
 -1.7940123e+01 -8.2307882e+00 -8.6798687e+00  3.9455199e+00
  2.7214885e+00  1.0114022e+01  3.4750636e+00  8.2016544e+00
  2.0090610e-01  1.5673848e+00 -3.7714570e+00  1.8219279e+00
 -3.8288789e+00  4.0992908e+00  9.0125889e-01  6.0421143e+00
  4.9090579e-01  5.0568705e+00 -6.3038146e-01  3.7571549e+00
 -5.4432732e-01  4.5042906e+00 -1.2919117e+00  4.2791052e+00
  4.7036335e-01  5.0658631e+00 -2.9223615e-01  3.5620131e+00
 -9.9626732e-01  3.9218042e+00 -1.5028580e+00  3.5006711e+00
 -1.8611208e-01  4.3719935e+00 -3.4836486e-01  2.4996836e+00]",0201.jpg
536,bird,"[-4.2843692e+02  8.3658325e+01 -1.6292645e+01  5.6410168e+01
  2.1131868e+01  1.5676193e+00 -1.4559094e+01  1.6124043e+01
  1.3688370e+01  7.3913593e+00 -8.3245783e+00  8.5093536e+00
  1.0354999e+01  4.1106114e+00 -6.2875657e+00  2.2633377e-01
 -2.6581933e+00 -4.2800274e+00 -8.8335204e-01  6.0784144e+00
 -5.2904935e+00  2.0943613e+00 -3.3570626e+00  3.6344223e+00
 -3.1469636e+00 -1.8708640e-01 -2.2185214e+00  3.0891869e+00
 -3.7760894e+00  2.2993934e+00 -1.8331838e+00  7.6451030e+00
 -2.7339058e+00 -4.1405492e+00  1.8407451e-01  5.2437000e+00
 -6.5593247e+00  1.7230967e+00  3.0897329e+00  1.1006652e+00]",0186.jpg
537,bird,"[-3.6161740e+02 -1.2848715e+01 -1.6568916e+01  2.3215675e+01
 -1.4769337e+01  5.9451566e+00  4.6453915e+00 -1.0715449e+00
 -1.7600743e+00  8.8834724e+00 -3.4355781e+00  6.7089996e+00
  2.5783530e-01  5.5732799e+00  1.9325645e+00  5.2603912e+00
  1.4330537e+00  8.7744408e+00 -5.4704767e-01  9.2755833e+00
  2.2435033e+00  2.4770427e+00  2.6532939e-01  3.8573546e+00
 -8.8628805e-01  4.6662207e+00 -1.4859160e+00  3.0769503e+00
 -2.2258248e+00  5.4863710e+00  2.4717436e+00  7.7115078e+00
  1.7138368e+00  5.6038542e+00 -3.8674268e-01  3.4242487e+00
 -3.4547520e-01  4.1646686e+00  5.4909531e-03  8.8442540e-01]",0421.jpg
538,car,"[-7.5743317e+01  1.7613870e+02 -7.6073708e+01  5.1025368e+01
 -2.3633675e+01  1.4125423e+01 -8.4464130e+00  6.1944942e+00
 -2.0589657e+00  1.7085391e+00  4.0589843e+00  3.9095166e-01
 -6.0790080e-01  2.6849663e-01 -3.7933104e+00 -5.8144618e-02
 -2.1680503e+00 -2.3716402e-01 -4.9050713e+00 -1.2790735e+00
 -6.9083924e+00 -3.9796746e+00 -5.7708592e+00 -8.7721884e-01
 -5.7070351e+00 -3.7578568e+00 -8.0165596e+00 -4.2415156e+00
 -3.6649427e+00  2.8122270e-01 -3.7184470e+00 -9.2667902e-01
 -5.7894201e+00 -2.8007402e+00 -2.2978256e+00  9.7465420e-01
 -2.3184366e+00  1.4667624e+00 -1.4021145e-01  2.1015069e+00]",train_00464.jpg
539,bird,"[-4.45080261e+02  1.17365875e+02  1.28047304e+01  4.68349228e+01
  1.76678257e+01  2.79743977e+01  2.31537361e+01  6.78396416e+00
 -3.26169276e+00  1.01836824e+00 -2.45263696e+00  7.06938028e+00
  2.36808753e+00  7.23874950e+00  5.87602377e+00  8.58925247e+00
  4.14205164e-01  5.49542904e+00  2.39474463e+00  5.87373209e+00
  9.79399741e-01  7.54014874e+00  1.00658965e+00  4.05122662e+00
  5.80878079e-01  1.49039531e+00 -2.79231095e+00  3.64184928e+00
 -1.92177594e+00  1.58770740e+00 -3.26073766e+00  1.50014687e+00
 -2.02291274e+00  2.22232890e+00 -5.79300940e-01  1.71075106e+00
 -1.53140783e+00  3.81475353e+00  1.17713976e+00  4.35047626e+00]",1016.jpg
540,bird,"[-4.9515790e+02  4.3346691e+01  1.6944202e+01  1.8277817e+01
  4.9317660e+00  1.0694747e+01 -5.2188385e-02  5.2058315e+00
 -1.6526203e+00  4.1833878e+00 -1.5901742e+00  3.0127838e+00
 -3.9843361e+00  2.3811150e+00 -3.9645972e+00  1.6946864e+00
 -2.5089805e+00  3.3532312e+00 -9.7572082e-01  4.1950908e+00
 -1.5020570e+00  3.4716978e+00 -4.1605660e-01  4.6042309e+00
 -1.7764138e+00  2.9448752e+00 -2.1397107e+00  3.8091743e+00
 -1.0424367e+00  2.7215784e+00 -1.7354901e+00  2.3266892e+00
 -1.6711040e+00  3.9648149e+00 -7.0414633e-01  2.9188604e+00
 -6.3846044e-02  5.1058884e+00  6.0328424e-02  3.1990340e+00]",0173.jpg
541,dog,"[-3.96375214e+02  9.85607681e+01 -4.23850136e+01 -4.04551888e+01
 -2.31115894e+01 -1.14076452e+01 -5.75026274e+00  5.50761366e+00
  5.12125731e+00  1.22719755e+01 -5.48068762e+00  6.19741678e+00
  3.68702698e+00 -4.05304050e+00 -4.64911985e+00  3.48293376e+00
 -5.75485229e+00  2.92989182e+00 -4.44455719e+00 -4.11704421e-01
 -4.48111057e-01  1.14535406e-01 -1.84065771e+00  5.33471942e-01
  2.47542366e-01  1.53167844e+00  4.65940094e+00 -8.99288416e-01
 -1.34493864e+00 -3.45482409e-01  4.17921066e-01  4.38259459e+00
 -7.93240130e-01  1.42390466e+00 -2.05054975e+00  1.03946888e+00
 -8.76640141e-01  3.26275492e+00 -6.81635857e-01  2.64634109e+00]",n02097474_36.jpg
542,bird,"[-3.6275076e+02  3.9685612e+01 -5.2782028e+01  5.4081715e+01
 -2.5384954e-01 -2.1631074e+00  9.8333559e+00  7.2042847e+00
 -3.2620306e+00  6.7936128e-01  4.9084309e-01  1.3722592e+01
 -9.2449455e+00  1.6685436e+00  3.7969701e+00  5.8210173e+00
 -2.0417509e+00  4.7332940e+00  1.9893060e+00  2.8717749e+00
 -1.4864868e+00  8.7590714e+00 -2.3321795e-01  6.1503630e+00
  4.2625599e+00  5.9586229e+00  2.3332610e+00  3.5119143e+00
 -7.9625344e-01  5.7766366e+00 -9.2070842e-01  3.8019140e+00
 -1.9624873e+00  8.1497520e-02 -8.9501953e-01  2.3388979e+00
 -2.2491946e+00  1.0997683e+00 -3.8598597e+00 -7.6142901e-01]",0776.jpg
